phase,task,method,perturbation_family,level,trials_per_condition,required,notes
hardware,pick_place_bin,robust_control,tool_extension,medium,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,robust_control,tool_extension,high,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,robust_control,friction_surface,none,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,robust_control,friction_surface,low,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,robust_control,friction_surface,medium,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,robust_control,friction_surface,high,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,robust_control,compound,none,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,robust_control,compound,low,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,robust_control,compound,medium,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,robust_control,compound,high,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,latency,none,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,latency,low,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,latency,medium,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,latency,high,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,action_noise,none,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,action_noise,low,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,action_noise,medium,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,action_noise,high,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,joint_range,none,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,joint_range,low,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,joint_range,medium,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,joint_range,high,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,gripper_limit,none,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,gripper_limit,low,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,gripper_limit,medium,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,gripper_limit,high,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,speed_cap,none,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,speed_cap,low,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,speed_cap,medium,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,speed_cap,high,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,calibration_offset,none,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,calibration_offset,low,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,calibration_offset,medium,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,calibration_offset,high,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,camera_shift,none,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,camera_shift,low,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,camera_shift,medium,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,camera_shift,high,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,payload,none,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,payload,low,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,payload,medium,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,payload,high,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,tool_extension,none,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,tool_extension,low,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,tool_extension,medium,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,tool_extension,high,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,friction_surface,none,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,friction_surface,low,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,friction_surface,medium,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,friction_surface,high,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,compound,none,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,compound,low,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,compound,medium,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,sysid_retune,compound,high,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,latency,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,latency,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,latency,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,latency,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,action_noise,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,action_noise,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,action_noise,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,action_noise,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,joint_range,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,joint_range,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,joint_range,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,joint_range,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,gripper_limit,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,gripper_limit,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,gripper_limit,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,gripper_limit,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,speed_cap,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,speed_cap,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,speed_cap,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,speed_cap,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,calibration_offset,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,calibration_offset,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,calibration_offset,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,calibration_offset,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,camera_shift,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,camera_shift,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,camera_shift,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,camera_shift,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,payload,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,payload,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,payload,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,payload,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,tool_extension,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,tool_extension,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,tool_extension,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,tool_extension,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,friction_surface,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,friction_surface,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,friction_surface,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,friction_surface,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,compound,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,compound,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,compound,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,oracle,compound,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,latency,none,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,latency,low,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,latency,medium,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,latency,high,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,action_noise,none,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,action_noise,low,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,action_noise,medium,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,action_noise,high,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,joint_range,none,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,joint_range,low,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,joint_range,medium,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,joint_range,high,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,gripper_limit,none,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,gripper_limit,low,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,gripper_limit,medium,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,gripper_limit,high,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,speed_cap,none,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,speed_cap,low,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,speed_cap,medium,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,speed_cap,high,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,calibration_offset,none,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,calibration_offset,low,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,calibration_offset,medium,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,calibration_offset,high,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,camera_shift,none,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,camera_shift,low,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,camera_shift,medium,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,camera_shift,high,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,payload,none,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,payload,low,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,payload,medium,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,payload,high,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,tool_extension,none,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,tool_extension,low,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,tool_extension,medium,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,tool_extension,high,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,friction_surface,none,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,friction_surface,low,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,friction_surface,medium,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,friction_surface,high,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,compound,none,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,compound,low,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,compound,medium,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,human_effect_prior,compound,high,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,latency,none,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,latency,low,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,latency,medium,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,latency,high,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,action_noise,none,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,action_noise,low,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,action_noise,medium,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,action_noise,high,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,joint_range,none,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,joint_range,low,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,joint_range,medium,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,joint_range,high,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,gripper_limit,none,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,gripper_limit,low,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,gripper_limit,medium,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,gripper_limit,high,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,speed_cap,none,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,speed_cap,low,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,speed_cap,medium,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,speed_cap,high,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,calibration_offset,none,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,calibration_offset,low,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,calibration_offset,medium,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,calibration_offset,high,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,camera_shift,none,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,camera_shift,low,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,camera_shift,medium,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,camera_shift,high,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,payload,none,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,payload,low,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,payload,medium,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,payload,high,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,tool_extension,none,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,tool_extension,low,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,tool_extension,medium,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,tool_extension,high,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,friction_surface,none,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,friction_surface,low,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,friction_surface,medium,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,friction_surface,high,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,compound,none,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,compound,low,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,compound,medium,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,epec,compound,high,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,latency,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,latency,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,latency,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,latency,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,action_noise,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,action_noise,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,action_noise,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,action_noise,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,joint_range,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,joint_range,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,joint_range,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,joint_range,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,gripper_limit,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,gripper_limit,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,gripper_limit,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,gripper_limit,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,speed_cap,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,speed_cap,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,speed_cap,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,speed_cap,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,calibration_offset,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,calibration_offset,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,calibration_offset,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,calibration_offset,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,camera_shift,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,camera_shift,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,camera_shift,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,camera_shift,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,payload,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,payload,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,payload,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,payload,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,tool_extension,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,tool_extension,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,tool_extension,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,tool_extension,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,friction_surface,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,friction_surface,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,friction_surface,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,friction_surface,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,compound,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,compound,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,compound,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pick_place_bin,bodyshield,compound,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,latency,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,latency,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,latency,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,latency,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,action_noise,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,action_noise,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,action_noise,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,action_noise,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,joint_range,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,joint_range,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,joint_range,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,joint_range,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,gripper_limit,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,gripper_limit,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,gripper_limit,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,gripper_limit,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
